-0.962599015	0
-1.673632239	-0.307511454
-1.423506525	-0.64811865
-0.848543665	-1.090796768
-1.090796768	-0.64811865
-1.23999878	-0.307511454
-0.387930275	-0.151949136
0.196353169	0.276626066
0.358725103	0.531217964
0.117327859	0.826592193
1.658901011	0.941982219
0.826592193	0.826592193
0.848543665	0.848543665
0.744586487	0.848543665
-0.151949136	0.64811865
-0.470943393	0.151949136
-0.307511454	-0.387930275
0.229036458	-0.557340681
0.075755618	-0.387930275
0.117327859	-0.276626066
1.071520979	0.117327859
0.941982219	0.276626066
0.196353169	0.358725103
0.623431132	0.358725103
-0.470943393	0.387930275
-1.23999878	0.151949136
-1.23999878	0.151949136
-0.744586487	0
-0.962599015	-0.151949136
-1.423506525	-0.307511454
-0.64811865	-0.557340681
0.721284088	-0.358725103
0.826592193	-0.276626066
0.623431132	-0.531217964
0.941982219	-0.623431132
0.941982219	-0.196353169
-0.075755618	-0.075755618
0.307511454	0.307511454
0	0.470943393
-0.151949136	0.64811865
0.075755618	0.744586487
-0.307511454	0.151949136
0	0.229036458
-0.196353169	0.03902965
-0.276626066	-0.196353169
-0.443320062	-0.117327859
-0.941982219	0.03902965
-0.117327859	-0.117327859
0.744586487	-0.229036458
0.848543665	0.075755618
0.962599015	0.151949136
0.962599015	0.387930275
2.122253868	0.744586487
2.122253868	1.423506525
2.122253868	1.673632239
1.407084811	1.407084811
2.109873651	1.658901011
1.658901011	2.109873651
0.117327859	2.109873651
0.117327859	2.109873651
-0.848543665	2.122253868
-0.744586487	2.122253868
-0.470943393	1.673632239
-0.962599015	1.090796768
-0.848543665	0.744586487
-0.64811865	-0.229036458
-0.307511454	-0.229036458
0.276626066	0.276626066
-0.623431132	0.358725103
0.358725103	0.531217964
0.03902965	0.826592193
0.443320062	0.941982219
0.962599015	1.23999878
0.470943393	1.090796768
0.64811865	1.423506525
0	1.423506525
-0.075755618	1.23999878
-0.075755618	0.470943393
-0.557340681	-0.307511454
-0.03902965	-0.531217964
-0.117327859	-0.623431132
0.826592193	-0.826592193
1.222102832	-0.826592193
1.407084811	-0.623431132
1.23999878	-0.307511454
0.64811865	-0.151949136
1.090796768	0.151949136
0.557340681	0.387930275
0.64811865	0.307511454
0.744586487	0.64811865
0.744586487	0.848543665
1.222102832	0.826592193
0.531217964	0.826592193
0.443320062	0.531217964
0.531217964	0.443320062
1.658901011	0.531217964
1.673632239	0.962599015
2.122253868	1.673632239
1.673632239	2.122253868
2.122253868	2.122253868
1.673632239	2.122253868
1.673632239	2.122253868
0.64811865	1.23999878
0.03902965	1.222102832
-0.443320062	1.222102832
-0.196353169	1.222102832
-0.443320062	1.071520979
-0.276626066	1.071520979
-0.557340681	0.64811865
-0.470943393	0.470943393
-1.090796768	0.307511454
-1.423506525	-0.470943393
-0.744586487	-0.64811865
-0.387930275	-1.23999878
0.151949136	-1.423506525
0.443320062	-1.407084811
1.222102832	-1.222102832
1.407084811	-1.071520979
1.071520979	-0.941982219
-0.03902965	-0.826592193
-0.387930275	-0.387930275
-0.848543665	-0.307511454
0.151949136	0.151949136
0.229036458	0.557340681
0.470943393	0.307511454
0.848543665	0.470943393
1.673632239	0.470943393
2.109873651	0.623431132
0.941982219	0.358725103
1.071520979	0.117327859
0.826592193	0.358725103
0.276626066	0.276626066
1.423506525	0.470943393
1.23999878	0.557340681
1.23999878	0.744586487
1.23999878	0.848543665
1.23999878	1.090796768
1.423506525	1.090796768
0.962599015	0.848543665
0.623431132	0.623431132
1.407084811	0.531217964
1.222102832	0.941982219
0.623431132	1.222102832
0.721284088	1.222102832
0.470943393	1.423506525
-0.387930275	1.423506525
-0.848543665	1.423506525
-0.387930275	1.23999878
-0.470943393	1.423506525
-0.962599015	1.090796768
-1.423506525	0.848543665
-0.531217964	0.826592193
-0.358725103	1.071520979
-1.222102832	1.071520979
-0.276626066	0.623431132
0.196353169	0.443320062
-0.307511454	0.387930275
0.075755618	0.387930275
0.307511454	0.470943393
-0.075755618	0.151949136
-0.557340681	0.151949136
-0.387930275	-0.075755618
0.387930275	0.229036458
0.358725103	0.03902965
0.276626066	-0.276626066
0.531217964	-0.443320062
1.407084811	-0.196353169
1.222102832	0.03902965
0.387930275	0.151949136
-0.229036458	-0.075755618
-0.962599015	-0.151949136
-0.557340681	-0.229036458
-0.64811865	-0.557340681
-1.090796768	-0.962599015
-1.090796768	-0.962599015
-0.941982219	-0.623431132
0.196353169	-0.276626066
-0.531217964	-0.276626066
